"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","habitat","j_sub_region","species","Region","obs_mean","nplots"
"315",58.2474979640052,22.3411953183453,27.7272039245635,42.7005761696813,54.0905767100188,69.032263529601,112.309298359212,1.00134912998863,4296,0,1,"n_densityk[9,1,7]",9,"1",7,"REPH","3.2",37.6344086021505,31
"316",0.0848205665931677,0.178933471938725,0.000201435899923373,0.00579455569005757,0.0248499177938628,0.0868589970473872,0.528078073446633,1.00526068353441,15000,0,1,"n_densityk[10,1,7]",10,"1",7,"RNPH","3.2",0,31
"317",0.0834547565431555,0.23965529347899,8.74754806821341e-05,0.00356447759339158,0.016932061334321,0.0662093511206111,0.598875491829607,1.00286599695348,15000,0,1,"n_densityk[11,1,7]",11,"1",7,"RUTU","3.2",0,31
"318",0.169293322278699,0.324571289868191,0.00238720087750369,0.0275145916901977,0.0769206449249744,0.184474056819081,0.900439209913259,1.00626586990098,4872,0,1,"n_densityk[12,1,7]",12,"1",7,"SAND","3.2",0,31
"319",0.0768933861545832,0.318511524033433,0.000174263454375371,0.00465805935746434,0.0200398789041343,0.0695711873200374,0.484196740405033,1.14197281817499,6424,0,1,"n_densityk[13,1,7]",13,"1",7,"SEPL","3.2",0,31
"320",0.705605167001424,0.477933696636971,0.15702941979166,0.383123670266793,0.588353828573224,0.892035911658127,1.94857918259699,1.00044749946937,15000,0,1,"n_densityk[14,1,7]",14,"1",7,"SESA","3.2",1.61290322580645,31
"321",0.081668410599351,0.152853015448574,0.000364775507786503,0.00805015713590942,0.0285587443158338,0.0891717350200056,0.475852064886068,1.00005699475884,15000,0,1,"n_densityk[15,1,7]",15,"1",7,"STSA","3.2",0,31
"322",0.0360721272625676,0.0709319030655321,0.000126134189668485,0.00307310325340559,0.0117222476572247,0.0374540843340794,0.222492982985409,1.00038990062237,15000,0,1,"n_densityk[16,1,7]",16,"1",7,"WISN","3.2",0,31
"323",40.055210902128,17.9559177129169,16.5613568018209,27.5516552198497,36.4018607348651,48.2935746817274,84.9108224498109,1.00157546925659,2002,0,1,"n_densityk[17,1,7]",17,"1",7,"WRSA","3.2",27.1505376344086,31
"324",0.444656430947969,0.715211071276084,0.0111389367175181,0.0867748897421662,0.223569905697204,0.526845034814752,2.20754312833062,1.01072348828898,3480,0,1,"n_densityk[1,2,7]",1,"2",7,"AMGP","3.2",0,7
"325",0.574917403265557,1.92839253453397,0.00208320727915704,0.0390610058910513,0.142769086281247,0.467484851224077,3.8633229417856,1.00388501550038,15000,0,1,"n_densityk[2,2,7]",2,"2",7,"BASA","3.2",0,7
"326",0.186641165445749,0.610002769310436,0.000382753376085219,0.00908936555832098,0.039056469889075,0.148798735829317,1.27835797012553,1.02468401162973,10878,0,1,"n_densityk[3,2,7]",3,"2",7,"BBPL","3.2",0,7
